17512723	CHEMICAL	GENE	T1	T6	True	0	What is [Drugprot] between @CHEMICALSrc$ androstanediol @/CHEMICALSrc$ and @GENETgt$ murine Rdh12 @/GENETgt$ ? [SEP] We show that @GENETgt$ murine Rdh12 @/GENETgt$ and human RDH13 do not reveal activity towards the checked steroids , but that human type 12 RDH reduces dihydrotestosterone to @CHEMICALSrc$ androstanediol @/CHEMICALSrc$ , and is thus also involved in steroid metabolism .	2 2 12 3|12|4 3|12|4 12|4 3|12|4 4 9 4 12 12 2 12 17 17 17 13 12 12 25 22 24 24 25 12 25 28 25 25 25 25 12 35 35 35 12 38 38 35 2	None-BC7
17512723	CHEMICAL	GENE	T2	T8	True	0	What is [Drugprot] between @CHEMICALSrc$ retinol @/CHEMICALSrc$ and @GENETgt$ RDHs @/GENETgt$ ? [SEP] Three @CHEMICALSrc$ retinol @/CHEMICALSrc$ dehydrogenases ( @GENETgt$ RDHs @/GENETgt$ ) were tested for steroid converting abilities : human and murine RDH 12 and human RDH13 .	4 1|4 4 1|4 10 6 4 4 4 6 10 10 14 14 14 10 14 23 16 16 16 19 16 16 14 10	None-BC7
17512723	CHEMICAL	GENE	T1	T9	True	0	What is [Drugprot] between @CHEMICALSrc$ androstanediol @/CHEMICALSrc$ and @GENETgt$ human type 12 RDH @/GENETgt$ ? [SEP] We show that murine Rdh12 and human RDH13 do not reveal activity towards the checked steroids , but that @GENETgt$ human type 12 RDH @/GENETgt$ reduces dihydrotestosterone to @CHEMICALSrc$ androstanediol @/CHEMICALSrc$ , and is thus also involved in steroid metabolism .	2 2 11 5 11 5 8 5 11 11 2 11 16 16 16 12 11 11 25 25|19|20 25|19|20 25|19|20 25|19|20 25|20 25|19|20 11 25 28 25|23 25 25|23 25 11 35 35 35 11 38 38 35 2	PRODUCT-OF
17512723	CHEMICAL	GENE	T2	T11	True	0	What is [Drugprot] between @CHEMICALSrc$ retinol @/CHEMICALSrc$ and @GENETgt$ human and murine RDH 12 @/GENETgt$ ? [SEP] Three @CHEMICALSrc$ retinol @/CHEMICALSrc$ dehydrogenases ( RDHs ) were tested for steroid converting abilities : @GENETgt$ human and murine RDH 12 @/GENETgt$ and human RDH13 .	4 1|4 4 1|4 9 6 4 6 9 9 13 13 13 9 13 15|13|23 15|13|23 15|13|23 15|13|23 15|13|23 15|23 15|13|23 15 15 13 9	None-BC7
17512723	CHEMICAL	GENE	T2	T4	True	0	What is [Drugprot] between @CHEMICALSrc$ retinol @/CHEMICALSrc$ and @GENETgt$ human RDH13 @/GENETgt$ ? [SEP] Three @CHEMICALSrc$ retinol @/CHEMICALSrc$ dehydrogenases ( RDHs ) were tested for steroid converting abilities : human and murine RDH 12 and @GENETgt$ human RDH13 @/GENETgt$ .	4 1|4 4 1|4 9 6 4 6 9 9 13 13 13 9 13 21 15 15 15 18 15 19|13|15 19|13|15 13|15 19|13|15 9	None-BC7
17512723	CHEMICAL	GENE	T3	T12	True	0	What is [Drugprot] between @CHEMICALSrc$ retinol @/CHEMICALSrc$ and @GENETgt$ RDH12 @/GENETgt$ ? [SEP] @GENETgt$ RDH12 @/GENETgt$ , a @CHEMICALSrc$ retinol @/CHEMICALSrc$ dehydrogenase causing Leber 's congenital amaurosis , is also involved in steroid metabolism .	0|16 16 0|16 1 7 3|7 7 3|7 1 7 12 9 12 8 1 16 16 16 19 19 16 16	None-BC7
17512723	CHEMICAL	GENE	T1	T7	True	0	What is [Drugprot] between @CHEMICALSrc$ androstanediol @/CHEMICALSrc$ and @GENETgt$ human RDH13 @/GENETgt$ ? [SEP] We show that murine Rdh12 and @GENETgt$ human RDH13 @/GENETgt$ do not reveal activity towards the checked steroids , but that human type 12 RDH reduces dihydrotestosterone to @CHEMICALSrc$ androstanediol @/CHEMICALSrc$ , and is thus also involved in steroid metabolism .	2 2 12 5 12 5 5|6|7 5|6|7 5|7 5|6|7 12 12 2 12 17 17 17 13 12 12 25 22 24 24 25 12 25 28 25 25 25 25 12 35 35 35 12 38 38 35 2	None-BC7
23557993	CHEMICAL	GENE	T18	T31	True	0	What is [Drugprot] between @CHEMICALSrc$ DPHD @/CHEMICALSrc$ and @GENETgt$ MAP kinase @/GENETgt$ ? [SEP] The h-OB were 10 - 100 fold more sensitive to DPHD than transformed osteoblasts : @CHEMICALSrc$ DPHD @/CHEMICALSrc$ increased h-OB proliferation at 10nM and , at 100nM , activated @GENETgt$ MAP kinase @/GENETgt$ signaling within 30min .	2 9 9 7 6 4 8 9 9 11 9 14 14 9 9 18|15 18 18|15 9 20 18 22 18 18 18 26 18 26 32 32|27 32|27 32 32|27 26 34 32 18	ACTIVATOR
23557993	CHEMICAL	GENE	T5	T27	True	0	What is [Drugprot] between @CHEMICALSrc$ DPHD @/CHEMICALSrc$ and @GENETgt$ COL1A1 @/GENETgt$ ? [SEP] Subsequently , @CHEMICALSrc$ DPHD @/CHEMICALSrc$ accelerated production of bone structural genes , including @GENETgt$ COL1A1 @/GENETgt$ and osteocalcin comparably to 17β-estradiol .	5 5 2|5 5 2|5 5 5 10 10 10 6 10 13 10|11 10 10|11 13 13 19 19 5 5	INDIRECT-UPREGULATOR
23557993	CHEMICAL	GENE	T3	T24	True	0	What is [Drugprot] between @CHEMICALSrc$ ICI182780 @/CHEMICALSrc$ and @GENETgt$ estrogen receptor @/GENETgt$ ? [SEP] Effects of DPHD were eliminated by the @GENETgt$ estrogen receptor @/GENETgt$ antagonist @CHEMICALSrc$ ICI182780 @/CHEMICALSrc$ .	5 3 1 5 5 12 12 12|7 12|7 12 12|7 12 9|5 5 9|5 5	ANTAGONIST
