10000001	drug	drug	Drug_0	Drug_1	True	0	What is [DDI] between @drugSrc$ Plenaxis @/drugSrc$ and @drugTgt$ testosterone @/drugTgt$ ? [SEP] Laboratory Tests Response to @drugSrc$ Plenaxis @drugSrc/$ should be monitored by measuring serum total @drugTgt$ testosterone @drugTgt/$ concentrations just prior to administration on Day 29 and every 8 weeks thereafter.		None-DDI
10000002	drug	drug	Drug_0	Drug_3	True	0	What is [DDI] between @drugSrc$ MTX @/drugSrc$ and @drugTgt$ TNF blocking agents @/drugTgt$ ? [SEP] Population pharmacokinetic analyses revealed that @drugSrc$ MTX @drugSrc/$, NSAIDs, corticosteroids, and @drugTgt$ TNF blocking agents @drugTgt/$ did not influence abatacept clearance.		None-DDI
10000002	drug	drug	Drug_0	Drug_1	True	0	What is [DDI] between @drugSrc$ MTX @/drugSrc$ and @drugTgt$ NSAIDs @/drugTgt$ ? [SEP] Population pharmacokinetic analyses revealed that @drugSrc$ MTX @drugSrc/$, @drugTgt$ NSAIDs @drugTgt/$, corticosteroids, and TNF blocking agents did not influence abatacept clearance.		None-DDI
10000002	drug	drug	Drug_2	Drug_3	True	0	What is [DDI] between @drugSrc$ corticosteroids @/drugSrc$ and @drugTgt$ TNF blocking agents @/drugTgt$ ? [SEP] Population pharmacokinetic analyses revealed that MTX, NSAIDs, @drugSrc$ corticosteroids @drugSrc/$, and @drugTgt$ TNF blocking agents @drugTgt/$ did not influence abatacept clearance.		None-DDI
10000002	drug	drug	Drug_0	Drug_4	True	0	What is [DDI] between @drugSrc$ MTX @/drugSrc$ and @drugTgt$ abatacept @/drugTgt$ ? [SEP] Population pharmacokinetic analyses revealed that @drugSrc$ MTX @drugSrc/$, NSAIDs, corticosteroids, and TNF blocking agents did not influence @drugTgt$ abatacept @drugTgt/$ clearance.		None-DDI
10000002	drug	drug	Drug_0	Drug_2	True	0	What is [DDI] between @drugSrc$ MTX @/drugSrc$ and @drugTgt$ corticosteroids @/drugTgt$ ? [SEP] Population pharmacokinetic analyses revealed that @drugSrc$ MTX @drugSrc/$, NSAIDs, @drugTgt$ corticosteroids @drugTgt/$, and TNF blocking agents did not influence abatacept clearance.		None-DDI
10000002	drug	drug	Drug_1	Drug_4	True	0	What is [DDI] between @drugSrc$ NSAIDs @/drugSrc$ and @drugTgt$ abatacept @/drugTgt$ ? [SEP] Population pharmacokinetic analyses revealed that MTX, @drugSrc$ NSAIDs @drugSrc/$, corticosteroids, and TNF blocking agents did not influence @drugTgt$ abatacept @drugTgt/$ clearance.		None-DDI
10000002	drug	drug	Drug_1	Drug_3	True	0	What is [DDI] between @drugSrc$ NSAIDs @/drugSrc$ and @drugTgt$ TNF blocking agents @/drugTgt$ ? [SEP] Population pharmacokinetic analyses revealed that MTX, @drugSrc$ NSAIDs @drugSrc/$, corticosteroids, and @drugTgt$ TNF blocking agents @drugTgt/$ did not influence abatacept clearance.		None-DDI
10000002	drug	drug	Drug_2	Drug_4	True	0	What is [DDI] between @drugSrc$ corticosteroids @/drugSrc$ and @drugTgt$ abatacept @/drugTgt$ ? [SEP] Population pharmacokinetic analyses revealed that MTX, NSAIDs, @drugSrc$ corticosteroids @drugSrc/$, and TNF blocking agents did not influence @drugTgt$ abatacept @drugTgt/$ clearance.		None-DDI
10000002	drug	drug	Drug_1	Drug_2	True	0	What is [DDI] between @drugSrc$ NSAIDs @/drugSrc$ and @drugTgt$ corticosteroids @/drugTgt$ ? [SEP] Population pharmacokinetic analyses revealed that MTX, @drugSrc$ NSAIDs @drugSrc/$, @drugTgt$ corticosteroids @drugTgt/$, and TNF blocking agents did not influence abatacept clearance.		None-DDI
10000002	drug	drug	Drug_3	Drug_4	True	0	What is [DDI] between @drugSrc$ TNF blocking agents @/drugSrc$ and @drugTgt$ abatacept @/drugTgt$ ? [SEP] Population pharmacokinetic analyses revealed that MTX, NSAIDs, corticosteroids, and @drugSrc$ TNF blocking agents @drugSrc/$ did not influence @drugTgt$ abatacept @drugTgt/$ clearance.		None-DDI
10000003	drug	drug	Drug_2	Drug_11	True	0	What is [DDI] between @drugSrc$ NSAIDs @/drugSrc$ and @drugTgt$ anakinra @/drugTgt$ ? [SEP] The majority of patients in RA clinical studies received one or more of the following concomitant medications with ORENCIA: MTX, @drugSrc$ NSAIDs @drugSrc/$, corticosteroids, TNF blocking agents, azathioprine, chloroquine, gold, hydroxychloroquine, leflunomide, sulfasalazine, and @drugTgt$ anakinra @drugTgt/$.		None-DDI
10000003	drug	drug	Drug_4	Drug_10	True	0	What is [DDI] between @drugSrc$ TNF blocking agents @/drugSrc$ and @drugTgt$ sulfasalazine @/drugTgt$ ? [SEP] The majority of patients in RA clinical studies received one or more of the following concomitant medications with ORENCIA: MTX, NSAIDs, corticosteroids, @drugSrc$ TNF blocking agents @drugSrc/$, azathioprine, chloroquine, gold, hydroxychloroquine, leflunomide, @drugTgt$ sulfasalazine @drugTgt/$, and anakinra.		None-DDI
10000003	drug	drug	Drug_0	Drug_6	True	0	What is [DDI] between @drugSrc$ ORENCIA @/drugSrc$ and @drugTgt$ chloroquine @/drugTgt$ ? [SEP] The majority of patients in RA clinical studies received one or more of the following concomitant medications with @drugSrc$ ORENCIA @drugSrc/$: MTX, NSAIDs, corticosteroids, TNF blocking agents, azathioprine, @drugTgt$ chloroquine @drugTgt/$, gold, hydroxychloroquine, leflunomide, sulfasalazine, and anakinra.		None-DDI
10000003	drug	drug	Drug_6	Drug_7	True	0	What is [DDI] between @drugSrc$ chloroquine @/drugSrc$ and @drugTgt$ gold @/drugTgt$ ? [SEP] The majority of patients in RA clinical studies received one or more of the following concomitant medications with ORENCIA: MTX, NSAIDs, corticosteroids, TNF blocking agents, azathioprine, @drugSrc$ chloroquine @drugSrc/$, @drugTgt$ gold @drugTgt/$, hydroxychloroquine, leflunomide, sulfasalazine, and anakinra.		None-DDI
