17512723	CHEMICAL	GENE	T1	T7	True	0	What is [Drugprot] between @CHEMICALSrc$ androstanediol @/CHEMICALSrc$ and @GENETgt$ human RDH13 @/GENETgt$ ? [SEP] We show that murine Rdh12 and @GENETgt$ human RDH13 @/GENETgt$ do not reveal activity towards the checked steroids , but that human type 12 RDH reduces dihydrotestosterone to @CHEMICALSrc$ androstanediol @/CHEMICALSrc$ , and is thus also involved in steroid metabolism .	2 2 12 5 12 5 5|6|7 5|6|7 5|7 5|6|7 12 12 2 12 17 17 17 12 12 12 25 24 24 24 25 12 25 28 25 25 25 25 25 35 35 35 25 38 38 35 2	None-BC7
17512723	CHEMICAL	GENE	T1	T9	True	0	What is [Drugprot] between @CHEMICALSrc$ androstanediol @/CHEMICALSrc$ and @GENETgt$ human type 12 RDH @/GENETgt$ ? [SEP] We show that murine Rdh12 and human RDH13 do not reveal activity towards the checked steroids , but that @GENETgt$ human type 12 RDH @/GENETgt$ reduces dihydrotestosterone to @CHEMICALSrc$ androstanediol @/CHEMICALSrc$ , and is thus also involved in steroid metabolism .	2 2 11 5 11 5 8 5 11 11 2 11 16 16 16 11 11 11 25 25|19|20 25|19|20 25|19|20 25|19|20 25|20 25|19|20 11 25 28 25|23 25 25|23 25 25 35 35 35 25 38 38 35 2	PRODUCT-OF
17512723	CHEMICAL	GENE	T1	T6	True	0	What is [Drugprot] between @CHEMICALSrc$ androstanediol @/CHEMICALSrc$ and @GENETgt$ murine Rdh12 @/GENETgt$ ? [SEP] We show that @GENETgt$ murine Rdh12 @/GENETgt$ and human RDH13 do not reveal activity towards the checked steroids , but that human type 12 RDH reduces dihydrotestosterone to @CHEMICALSrc$ androstanediol @/CHEMICALSrc$ , and is thus also involved in steroid metabolism .	2 2 12 3|12|4 3|12|4 12|4 3|12|4 4 9 4 12 12 2 12 17 17 17 12 12 12 25 24 24 24 25 12 25 28 25 25 25 25 25 35 35 35 25 38 38 35 2	None-BC7
17512723	CHEMICAL	GENE	T2	T8	True	0	What is [Drugprot] between @CHEMICALSrc$ retinol @/CHEMICALSrc$ and @GENETgt$ RDHs @/GENETgt$ ? [SEP] Three @CHEMICALSrc$ retinol @/CHEMICALSrc$ dehydrogenases ( @GENETgt$ RDHs @/GENETgt$ ) were tested for steroid converting abilities : human and murine RDH 12 and human RDH13 .	4 1|4 4 1|4 10 6 4 4 4 6 10 10 14 14 14 10 10 19 16 16 10 19 19 23 19 10	None-BC7
17512723	CHEMICAL	GENE	T3	T12	True	0	What is [Drugprot] between @CHEMICALSrc$ retinol @/CHEMICALSrc$ and @GENETgt$ RDH12 @/GENETgt$ ? [SEP] @GENETgt$ RDH12 @/GENETgt$ , a @CHEMICALSrc$ retinol @/CHEMICALSrc$ dehydrogenase causing Leber 's congenital amaurosis , is also involved in steroid metabolism .	0|16 16 0|16 1 7 3|7 7 3|7 1 7 12 9 12 8 1 16 16 16 19 19 16 16	None-BC7
17512723	CHEMICAL	GENE	T2	T11	True	0	What is [Drugprot] between @CHEMICALSrc$ retinol @/CHEMICALSrc$ and @GENETgt$ human and murine RDH 12 @/GENETgt$ ? [SEP] Three @CHEMICALSrc$ retinol @/CHEMICALSrc$ dehydrogenases ( RDHs ) were tested for steroid converting abilities : @GENETgt$ human and murine RDH 12 @/GENETgt$ and human RDH13 .	4 1|4 4 1|4 9 6 4 6 9 9 13 13 13 9 9 9|13|15 9|13|15 9|13|15 9|13|15 9|13|15 9|15 9|13|15 15 23 15 9	None-BC7
17512723	CHEMICAL	GENE	T2	T4	True	0	What is [Drugprot] between @CHEMICALSrc$ retinol @/CHEMICALSrc$ and @GENETgt$ human RDH13 @/GENETgt$ ? [SEP] Three @CHEMICALSrc$ retinol @/CHEMICALSrc$ dehydrogenases ( RDHs ) were tested for steroid converting abilities : human and murine RDH 12 and @GENETgt$ human RDH13 @/GENETgt$ .	4 1|4 4 1|4 9 6 4 6 9 9 13 13 13 9 9 18 15 15 9 18 18 18|19|21 18|19|21 18|21 18|19|21 9	None-BC7
23557993	CHEMICAL	GENE	T5	T28	True	0	What is [Drugprot] between @CHEMICALSrc$ DPHD @/CHEMICALSrc$ and @GENETgt$ osteocalcin @/GENETgt$ ? [SEP] Subsequently , @CHEMICALSrc$ DPHD @/CHEMICALSrc$ accelerated production of bone structural genes , including COL1A1 and @GENETgt$ osteocalcin @/GENETgt$ comparably to 17β-estradiol .	5 5 2|5 5 2|5 5 5 10 10 10 6 10 13 10 13 13 13 13 19 19 5 5	INDIRECT-UPREGULATOR
23557993	CHEMICAL	GENE	T17	T31	True	0	What is [Drugprot] between @CHEMICALSrc$ DPHD @/CHEMICALSrc$ and @GENETgt$ MAP kinase @/GENETgt$ ? [SEP] The h-OB were 10 - 100 fold more sensitive to @CHEMICALSrc$ DPHD @/CHEMICALSrc$ than transformed osteoblasts : DPHD increased h-OB proliferation at 10nM and , at 100nM , activated @GENETgt$ MAP kinase @/GENETgt$ signaling within 30min .	2 9 9 6 6 7 8 9 9 11 9|10 9 9|10 15 15 9 9 18 9 20 18 22 18 18 18 26 18 26 32 32|27 32|27 32 32|27 18 34 32 9	None-BC7
23557993	CHEMICAL	GENE	T8	T29	True	0	What is [Drugprot] between @CHEMICALSrc$ 17β-estradiol @/CHEMICALSrc$ and @GENETgt$ osteoprotegerin @/GENETgt$ ? [SEP] In h-OB , DPHD increased the @GENETgt$ osteoprotegerin @/GENETgt$ to RANKL ratio and supported mineralization more efficiently than 10nM @CHEMICALSrc$ 17β-estradiol @/CHEMICALSrc$ .	2 5 5 5 5 7 5|6 5 5|6 11 11 5 5 5 13 16 13 19 19 17|13 13 17|13 5	None-BC7
23557993	CHEMICAL	GENE	T6	T28	True	0	What is [Drugprot] between @CHEMICALSrc$ 17β-estradiol @/CHEMICALSrc$ and @GENETgt$ osteocalcin @/GENETgt$ ? [SEP] Subsequently , DPHD accelerated production of bone structural genes , including COL1A1 and @GENETgt$ osteocalcin @/GENETgt$ comparably to @CHEMICALSrc$ 17β-estradiol @/CHEMICALSrc$ .	4 4 4 4 4 9 9 9 5 9 12 9 12 12|13 12 12|13 18 18 16|4 4 16|4 4	None-BC7
23557993	CHEMICAL	GENE	T7	T29	True	0	What is [Drugprot] between @CHEMICALSrc$ DPHD @/CHEMICALSrc$ and @GENETgt$ osteoprotegerin @/GENETgt$ ? [SEP] In h-OB , @CHEMICALSrc$ DPHD @/CHEMICALSrc$ increased the @GENETgt$ osteoprotegerin @/GENETgt$ to RANKL ratio and supported mineralization more efficiently than 10nM 17β-estradiol .	2 6 6 3|6 6 3|6 6 8 6 6 6 12 12 6 6 6 14 17 14 20 20 14 6	None-BC7
23557993	CHEMICAL	GENE	T8	T30	True	0	What is [Drugprot] between @CHEMICALSrc$ 17β-estradiol @/CHEMICALSrc$ and @GENETgt$ RANKL @/GENETgt$ ? [SEP] In h-OB , DPHD increased the osteoprotegerin to @GENETgt$ RANKL @/GENETgt$ ratio and supported mineralization more efficiently than 10nM @CHEMICALSrc$ 17β-estradiol @/CHEMICALSrc$ .	2 5 5 5 5 7 5 11 8|11 11 8|11 5 5 5 13 16 13 19 19 17|13 13 17|13 5	None-BC7
23557993	CHEMICAL	GENE	T1	T24	True	0	What is [Drugprot] between @CHEMICALSrc$ DPHD @/CHEMICALSrc$ and @GENETgt$ estrogen receptor @/GENETgt$ ? [SEP] Effects of @CHEMICALSrc$ DPHD @/CHEMICALSrc$ were eliminated by the @GENETgt$ estrogen receptor @/GENETgt$ antagonist ICI182780 .	6 3 1|2 1 1|2 6 6 13 13 13|7 13|7 13 13|7 13 6 6	ACTIVATOR
23557993	CHEMICAL	GENE	T18	T31	True	0	What is [Drugprot] between @CHEMICALSrc$ DPHD @/CHEMICALSrc$ and @GENETgt$ MAP kinase @/GENETgt$ ? [SEP] The h-OB were 10 - 100 fold more sensitive to DPHD than transformed osteoblasts : @CHEMICALSrc$ DPHD @/CHEMICALSrc$ increased h-OB proliferation at 10nM and , at 100nM , activated @GENETgt$ MAP kinase @/GENETgt$ signaling within 30min .	2 9 9 6 6 7 8 9 9 11 9 14 14 9 9 18|15 18 18|15 9 20 18 22 18 18 18 26 18 26 32 32|27 32|27 32 32|27 18 34 32 9	ACTIVATOR
23557993	CHEMICAL	GENE	T4	T25	True	0	What is [Drugprot] between @CHEMICALSrc$ DPHD @/CHEMICALSrc$ and @GENETgt$ RUNX2 @/GENETgt$ ? [SEP] During differentiation , @CHEMICALSrc$ DPHD @/CHEMICALSrc$ promoted early expression of osteoblast transcription factors , @GENETgt$ RUNX2 @/GENETgt$ and osterix .	2 6 6 3|6 6 3|6 6 8 6 12 12 12 8 12 12 12 12 14 14 6	INDIRECT-UPREGULATOR
23557993	CHEMICAL	GENE	T5	T27	True	0	What is [Drugprot] between @CHEMICALSrc$ DPHD @/CHEMICALSrc$ and @GENETgt$ COL1A1 @/GENETgt$ ? [SEP] Subsequently , @CHEMICALSrc$ DPHD @/CHEMICALSrc$ accelerated production of bone structural genes , including @GENETgt$ COL1A1 @/GENETgt$ and osteocalcin comparably to 17β-estradiol .	5 5 2|5 5 2|5 5 5 10 10 10 6 10 13 10|11 10 10|11 13 13 19 19 5 5	INDIRECT-UPREGULATOR
23557993	CHEMICAL	GENE	T3	T24	True	0	What is [Drugprot] between @CHEMICALSrc$ ICI182780 @/CHEMICALSrc$ and @GENETgt$ estrogen receptor @/GENETgt$ ? [SEP] Effects of DPHD were eliminated by the @GENETgt$ estrogen receptor @/GENETgt$ antagonist @CHEMICALSrc$ ICI182780 @/CHEMICALSrc$ .	5 3 1 5 5 12 12 12|7 12|7 12 12|7 12 9|5 5 9|5 5	ANTAGONIST
23557993	CHEMICAL	GENE	T6	T27	True	0	What is [Drugprot] between @CHEMICALSrc$ 17β-estradiol @/CHEMICALSrc$ and @GENETgt$ COL1A1 @/GENETgt$ ? [SEP] Subsequently , DPHD accelerated production of bone structural genes , including @GENETgt$ COL1A1 @/GENETgt$ and osteocalcin comparably to @CHEMICALSrc$ 17β-estradiol @/CHEMICALSrc$ .	4 4 4 4 4 9 9 9 5 9 12 9|11 9 9|11 12 12 18 18 16|4 4 16|4 4	None-BC7
23557993	CHEMICAL	GENE	T4	T26	True	0	What is [Drugprot] between @CHEMICALSrc$ DPHD @/CHEMICALSrc$ and @GENETgt$ osterix @/GENETgt$ ? [SEP] During differentiation , @CHEMICALSrc$ DPHD @/CHEMICALSrc$ promoted early expression of osteoblast transcription factors , RUNX2 and @GENETgt$ osterix @/GENETgt$ .	2 6 6 3|6 6 3|6 6 8 6 12 12 12 8 12 12 14 14 14 14 6	INDIRECT-UPREGULATOR
23557993	CHEMICAL	GENE	T20	T23	True	0	What is [Drugprot] between @CHEMICALSrc$ DPHD @/CHEMICALSrc$ and @GENETgt$ alkaline phosphatase @/GENETgt$ ? [SEP] In long-term differentiation assays , responses of h-OB to DPHD were significant at 10nM , and optimal response in most cases was at 100nM. At 7 - 21 days , @CHEMICALSrc$ DPHD @/CHEMICALSrc$ accelerated osteoblast differentiation , indicated by @GENETgt$ alkaline phosphatase @/GENETgt$ activity and osteoblast-specific mRNA production .	4 4 4 12 12 12 8 6 10 6 12 33 14 12 12 12 18 24 21 21 18 24 24 12 29 28 28 29 24 33 33|30 33 33|30 33 35 33 33 33 42 42|37 42|37 42 42|37 37 42 46 46 42 33	None-BC7
23557993	CHEMICAL	GENE	T7	T30	True	0	What is [Drugprot] between @CHEMICALSrc$ DPHD @/CHEMICALSrc$ and @GENETgt$ RANKL @/GENETgt$ ? [SEP] In h-OB , @CHEMICALSrc$ DPHD @/CHEMICALSrc$ increased the osteoprotegerin to @GENETgt$ RANKL @/GENETgt$ ratio and supported mineralization more efficiently than 10nM 17β-estradiol .	2 6 6 3|6 6 3|6 6 8 6 12 8|12 12 8|12 6 6 6 14 17 14 20 20 14 6	None-BC7
23557993	CHEMICAL	GENE	T19	T23	True	0	What is [Drugprot] between @CHEMICALSrc$ DPHD @/CHEMICALSrc$ and @GENETgt$ alkaline phosphatase @/GENETgt$ ? [SEP] In long-term differentiation assays , responses of h-OB to @CHEMICALSrc$ DPHD @/CHEMICALSrc$ were significant at 10nM , and optimal response in most cases was at 100nM. At 7 - 21 days , DPHD accelerated osteoblast differentiation , indicated by @GENETgt$ alkaline phosphatase @/GENETgt$ activity and osteoblast-specific mRNA production .	4 4 4 13 13 13 8 6 10 9|6 6 9|6 13 33 15 13 13 13 19 25 22 22 19 25 25 13 30 29 29 30 25 33 33 33 35 33 33 33 42 42|37 42|37 42 42|37 37 42 46 46 42 33	None-BC7
23161873	CHEMICAL	GENE	T15	T33	True	0	What is [Drugprot] between @CHEMICALSrc$ triglyceride @/CHEMICALSrc$ and @GENETgt$ ACC2 @/GENETgt$ ? [SEP] The reduction was more pronounced in the fructose-fed group and attributed to decreased hepatic expression of @GENETgt$ ACC2 @/GENETgt$ , FAS , SCD1 , and MTTP and a decrease in the rate of hepatic @CHEMICALSrc$ triglyceride @/CHEMICALSrc$ secretion .	2 5 5 5 5 9 9 9 5 5 5 15 15 15 11 17 16|15 15 16|15 17 17 17 17 17 17 17 15 28 15 31 31 28 36 36 32|36 36 32|36 31 5	None-BC7
23161873	CHEMICAL	GENE	T5	T21	True	0	What is [Drugprot] between @CHEMICALSrc$ aspartate @/CHEMICALSrc$ and @GENETgt$ ChREBP @/GENETgt$ ? [SEP] Interestingly , fructose-fed rats treated with @GENETgt$ ChREBP @/GENETgt$ ASO had increased plasma uric acid , alanine transaminase , and @CHEMICALSrc$ aspartate @/CHEMICALSrc$ aminotransferase concentrations .	11 11 4 11 4 9 9|6 9 9|6 5 11 14 14 14 14 14 17 14 14 14 18|23 23 18|23 23 14 14	None-BC7
23161873	CHEMICAL	GENE	T3	T22	True	0	What is [Drugprot] between @CHEMICALSrc$ uric acid @/CHEMICALSrc$ and @GENETgt$ alanine transaminase @/GENETgt$ ? [SEP] Interestingly , fructose-fed rats treated with ChREBP ASO had increased plasma @CHEMICALSrc$ uric acid @/CHEMICALSrc$ , @GENETgt$ alanine transaminase @/GENETgt$ , and aspartate aminotransferase concentrations .	10 10 4 10 4 8 8 5 10 12 12 11|12 11|12 12 11|12 12 16|12|13 16|12|13 16|12 16|12|13 12 12 23 23 12 12	None-BC7
23161873	CHEMICAL	GENE	T10	T28	True	0	What is [Drugprot] between @CHEMICALSrc$ monosaccharides @/CHEMICALSrc$ and @GENETgt$ carbohydrate response element-binding protein @/GENETgt$ ? [SEP] In addition to serving as substrates , @CHEMICALSrc$ monosaccharides @/CHEMICALSrc$ also increase the expression of key enzymes involved in de novo lipogenesis via the @GENETgt$ carbohydrate response element-binding protein @/GENETgt$ ( ChREBP ) .	2 11 4 2 6 4 11 11|7 11 11|7 11 11 13 11 16 16 13 16 21 21 19 17 24 24 24|17|22 24|17|22 24|17|22 24|17|22 24|17 24|17|22 30 24 30 11	None-BC7
23161873	CHEMICAL	GENE	T5	T22	True	0	What is [Drugprot] between @CHEMICALSrc$ aspartate @/CHEMICALSrc$ and @GENETgt$ alanine transaminase @/GENETgt$ ? [SEP] Interestingly , fructose-fed rats treated with ChREBP ASO had increased plasma uric acid , @GENETgt$ alanine transaminase @/GENETgt$ , and @CHEMICALSrc$ aspartate @/CHEMICALSrc$ aminotransferase concentrations .	10 10 4 10 4 8 8 5 10 13 13 13 13 13 13|14|15 13|14|15 13|15 13|14|15 13 13 17|23 23 17|23 23 13 13	None-BC7
23161873	CHEMICAL	GENE	T12	T30	True	0	What is [Drugprot] between @CHEMICALSrc$ fructose @/CHEMICALSrc$ and @GENETgt$ ChREBP @/GENETgt$ ? [SEP] To determine whether @GENETgt$ ChREBP @/GENETgt$ is a potential therapeutic target , we decreased hepatic expression of ChREBP with a specific antisense oligonucleotide ( ASO ) in male Sprague-Dawley rats fed either a @CHEMICALSrc$ high-fructose @/CHEMICALSrc$ or high-fat diet .	2 13 10 10|3 10 10|3 10 10 10 10 2 13 13 13 15 13 17 15 22 22 22 22 13 24 22 24 29 29 29 22 13 33 33 30|31 30 30|31 33 33 30 13	None-BC7
